bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,zipcode,lat,long,price
2,1.5,1160,1648,2002,98144,47.5916,-122.293,375000
4,1.75,3010,12523,1952,98125,47.707,-122.316,401000
3,1,1030,4583,1967,98198,47.4231,-122.329,210000
2,1,980,5110,1939,98115,47.7002,-122.314,365000
5,1.5,1990,18200,1960,98178,47.4938,-122.262,178000
2,1,1790,4000,1923,98112,47.6405,-122.301,710000
2,1,810,7980,1928,98146,47.489,-122.337,255000
5,2.25,2940,38009,1977,98077,47.7653,-122.077,528000
4,4.25,4883,26040,2006,98092,47.263,-122.216,537000
4,1.5,1360,6110,1955,98116,47.5755,-122.396,442000
3,1.75,1370,19550,1978,98014,47.7002,-121.912,375000
4,2.5,2120,3220,2005,98052,47.6662,-122.083,637250
3,1.75,1240,7200,1942,98136,47.5142,-122.389,427500
4,2.5,2770,89298,2004,98053,47.6624,-122.01,700000
3,1.75,1660,5750,1909,98116,47.5843,-122.385,680000
2,2,1170,8251,1941,98115,47.6873,-122.291,393820
4,2.75,2470,7200,1940,98108,47.5631,-122.317,525000
2,1.75,1310,3816,1929,98117,47.679,-122.368,505000
3,2,1670,11337,1959,98033,47.6602,-122.188,555565
3,1.75,1660,10819,1942,98177,47.7045,-122.379,650000
5,3.25,3500,7254,2005,98065,47.5444,-121.881,632500
3,2.5,1440,3800,2005,98038,47.3606,-122.039,269000
4,2.75,2360,7716,1978,98034,47.7301,-122.223,405000
3,3.5,3460,15745,1986,98077,47.7262,-122.06,845000
3,1,1750,8820,1961,98032,47.3608,-122.29,234000
4,1.75,1470,4236,1946,98107,47.6692,-122.399,638000
3,1.75,1710,10950,1967,98045,47.4678,-121.745,290000
1,0.75,520,12981,1920,98022,47.2082,-121.995,262000
4,2.5,2350,5835,2003,98042,47.3494,-122.153,270000
4,2.25,2380,4876,1948,98117,47.6822,-122.4,875000
3,2.25,1920,7840,1982,98032,47.3631,-122.276,299000
3,1,1580,6000,1947,98027,47.5286,-122.032,551000
3,2.75,3070,5280,1950,98166,47.4486,-122.353,350000
3,2.5,2660,13367,1992,98004,47.6501,-122.217,1900000
2,1.75,1700,5000,1915,98117,47.6787,-122.363,511718
4,3.25,5010,49222,1978,98027,47.5489,-122.092,965000
4,2.25,2680,4673,1999,98011,47.7539,-122.219,475000
4,2.75,2720,4000,1928,98117,47.6797,-122.359,1060000
2,1,940,15450,1926,98070,47.4408,-122.461,252000
6,2.5,3596,13700,1964,98166,47.4388,-122.339,580000
2,2.25,1240,1172,2008,98144,47.5877,-122.316,374950
5,4,4660,9900,1979,98056,47.5135,-122.2,739000
4,1.75,1710,7200,1975,98031,47.3967,-122.174,271000
2,1,930,7550,1986,98168,47.4866,-122.303,230000
3,2.25,1430,9150,1984,98023,47.3239,-122.35,210000
3,2.75,1650,5700,1988,98166,47.4563,-122.348,350000
3,2.25,1560,12000,1968,98034,47.7256,-122.166,491500
3,2.5,1870,9825,1994,98045,47.4639,-121.744,325000
3,2,1320,7625,1987,98038,47.3635,-122.045,190000
4,2,1400,4690,1945,98117,47.6826,-122.378,658600
3,1.5,1940,8951,1958,98168,47.473,-122.328,299950
5,2,2000,3000,1931,98122,47.6028,-122.298,464000
3,1,1640,18144,1942,98168,47.5027,-122.33,308000
3,1,1020,7650,1919,98033,47.6795,-122.202,625000
3,1.75,1630,9450,1977,98032,47.3729,-122.295,240000
4,2.5,2940,35996,1995,98042,47.3401,-122.067,530000
5,4.5,2120,8944,1939,98006,47.5488,-122.197,1000000
1,1,790,2400,1918,98122,47.6178,-122.299,439000
4,1.75,2020,6200,1948,98133,47.7013,-122.35,575000
3,1.75,1530,7238,1959,98155,47.7629,-122.315,418000
4,3.75,3250,10949,1930,98004,47.639,-122.219,1210000
4,3.75,2930,3200,1925,98119,47.643,-122.359,1100000
3,3.75,3150,8550,2007,98112,47.6387,-122.284,1900000
3,2.5,2180,40278,1985,98072,47.733,-122.09,580000
2,1,1040,7372,1939,98126,47.5285,-122.378,380000
3,1,880,5375,1924,98055,47.4858,-122.202,256000
3,1,1400,7066,1957,98125,47.7127,-122.325,349950
4,2.5,2600,7200,1962,98115,47.6944,-122.274,691500
3,1.75,1590,2500,1908,98105,47.6668,-122.299,556000
3,2.25,1610,7084,1968,98023,47.3146,-122.384,218000
4,2,1390,4500,1908,98108,47.5552,-122.311,425000
3,3.25,3710,38509,1998,98014,47.693,-121.868,935000
4,1.75,2360,11300,1974,98006,47.5728,-122.163,732000
3,1,1440,10330,1952,98004,47.6245,-122.193,805500
3,1.75,1400,5750,1915,98126,47.5659,-122.38,507250
4,2.5,4600,67369,1990,98053,47.6417,-121.992,800000
3,2.25,2100,8276,1979,98008,47.6068,-122.112,600000
4,1.75,2010,12044,1982,98074,47.6446,-122.068,627800
2,2.25,2550,6000,1902,98115,47.6739,-122.323,660000
2,2.5,1240,3649,1986,98003,47.3241,-122.322,153503
3,2.25,2090,9163,1975,98034,47.7334,-122.167,456500
5,2.5,2770,8100,2002,98004,47.6341,-122.208,1310000
3,2.5,3560,11448,1997,98052,47.7126,-122.104,843500
3,1,1240,4080,1925,98103,47.667,-122.333,625000
2,1.75,1640,4080,1921,98105,47.6645,-122.326,527000
5,3.75,3940,13738,1951,98004,47.6203,-122.212,1970000
5,2.5,3150,50094,1969,98005,47.6387,-122.177,1000000
4,3,2550,5300,1908,98117,47.6786,-122.367,855000
4,3.25,3940,27591,2000,98059,47.5157,-122.116,725000
1,1,580,7200,2000,98126,47.5249,-122.373,315000
3,1.75,1330,16000,1978,98001,47.28,-122.257,180000
2,1,930,5000,1926,98136,47.5333,-122.388,700000
3,1,1060,8625,1962,98033,47.6615,-122.179,476500
3,1.5,1180,9048,1960,98148,47.4327,-122.328,193000
4,2.5,1850,6663,1990,98030,47.3618,-122.195,295000
2,1,820,4880,1925,98136,47.5483,-122.394,363000
4,2.5,3600,21794,1990,98077,47.7121,-122.072,875000
3,2,1850,8250,1952,98002,47.3066,-122.209,257200
3,2,2240,11250,1968,98008,47.6371,-122.119,555000
3,2.25,1860,15559,1963,98022,47.1559,-121.646,380000
4,2.75,2390,7330,1989,98023,47.3061,-122.359,282000
4,2.5,2040,6034,1990,98115,47.6952,-122.323,545000
3,1.5,1900,5000,1926,98115,47.6779,-122.294,550000
3,1.5,1900,5000,1926,98115,47.6779,-122.294,921500
3,1.5,2200,2880,1904,98112,47.6308,-122.312,885000
4,2.25,2280,6660,1940,98119,47.6503,-122.368,820000
3,1,1090,7315,1981,98056,47.494,-122.165,289000
1,1,670,5750,1942,98116,47.5624,-122.394,334000
3,1,1050,5233,1906,98010,47.3106,-121.999,206000
3,2.25,2090,10733,1958,98115,47.6971,-122.281,491950
3,2.5,2030,7770,2003,98024,47.5253,-121.93,430000
3,2,1250,7995,1980,98042,47.3684,-122.092,208000
4,2.25,2600,6390,1978,98023,47.3174,-122.366,245000
2,1,640,2500,1918,98117,47.6776,-122.361,426000
3,2.5,2120,3742,2006,98059,47.4787,-122.129,400000
3,1,1330,5100,1942,98115,47.6837,-122.291,553000
2,1,750,4680,1948,98117,47.6919,-122.371,296000
3,2.5,2230,32660,1977,98042,47.3321,-122.105,428000
4,2.5,1890,6156,1980,98106,47.551,-122.356,325000
2,1,820,6366,1952,98133,47.7512,-122.34,294000
3,1.75,1880,8424,1977,98059,47.5116,-122.161,410000
4,4.25,2360,57514,1939,98003,47.2843,-122.294,590000
3,2.25,1850,4050,1985,98029,47.5669,-122.017,445000
4,2.5,2310,5362,1928,98122,47.6044,-122.284,921000
3,1.5,2520,37616,1955,98045,47.4777,-121.763,496000
2,1,800,8550,1947,98198,47.4075,-122.294,95000
4,1.75,1580,6396,1945,98126,47.5378,-122.369,359000
3,2.5,2430,88426,1985,98045,47.4828,-121.718,452500
4,1.75,2350,6200,1946,98116,47.559,-122.397,555000
5,3,3800,42316,1984,98042,47.3488,-122.095,549900
5,3,3670,10583,1952,98155,47.7589,-122.277,569000
4,2,1780,7350,1974,98058,47.4562,-122.158,318500
2,1.5,1295,1093,2007,98112,47.6192,-122.299,487028
3,1,1350,7560,1959,98032,47.3784,-122.303,240000
3,2.25,1440,9806,1965,98030,47.3857,-122.212,253000
5,1.75,1320,38125,1947,98198,47.3937,-122.323,380000
2,0.75,700,16828,1958,98092,47.3009,-122.125,250000
2,1.75,2510,19141,1977,98092,47.3103,-122.199,368500
3,1,3180,27586,1969,98022,47.1986,-121.967,340000
2,1,910,4000,1918,98136,47.5427,-122.388,400000
3,2,1570,4625,1927,98117,47.68,-122.399,835000
3,2.5,2450,7062,1993,98023,47.3061,-122.36,299000
6,2.25,4910,6600,1910,98102,47.6458,-122.32,1680000
3,2,1570,5706,1998,98092,47.3156,-122.188,265000
4,2.5,2680,7513,1998,98059,47.4956,-122.161,437500
3,1.75,2090,4725,1947,98199,47.657,-122.394,865000
3,2,2150,7200,1988,98029,47.5709,-122.018,626000
2,2,1140,1118,2009,98144,47.596,-122.311,247300
4,3.5,4230,20377,1997,98004,47.5954,-122.206,2080000
3,1,1790,6000,1937,98108,47.5448,-122.32,425000
5,3.5,3100,10200,1970,98008,47.6134,-122.112,905000
3,2.5,2220,2550,1990,98117,47.6963,-122.393,641250
4,2.5,2370,9679,1984,98027,47.5631,-122.085,675000
4,2.75,4070,115434,2002,98045,47.4843,-121.752,845000
4,1,1790,8400,1954,98133,47.7627,-122.353,401500
3,2.5,1610,3755,1987,98052,47.6825,-122.097,395000
5,2.75,2830,18050,1958,98040,47.5773,-122.226,1100000
3,1,1010,5490,1954,98168,47.4762,-122.293,145000
3,1,1560,3825,1930,98117,47.6803,-122.387,900000
3,1.5,1330,8636,1968,98034,47.7289,-122.203,374500
4,2.25,2330,10451,1965,98005,47.6044,-122.168,850000
3,1,960,5750,1951,98116,47.5689,-122.393,490000
3,2.5,1710,6773,1993,98003,47.2635,-122.312,304000
4,2.25,2230,7200,1963,98133,47.7648,-122.33,400000
3,2,1700,10000,1992,98011,47.7661,-122.205,454000
2,2,1040,4750,1950,98118,47.5293,-122.272,160000
3,1.75,1070,8030,1966,98052,47.67,-122.155,542000
5,2.5,3600,17300,1968,98166,47.4468,-122.341,403500
4,2.5,2750,8471,2003,98038,47.3671,-122.029,418000
4,1.5,1920,6000,1951,98198,47.4029,-122.321,406000
3,2.25,1770,10000,1978,98198,47.3814,-122.322,242500
4,2.5,2460,5440,2003,98058,47.448,-122.121,425000
4,2,1550,4815,1909,98103,47.667,-122.336,613000
3,2,1460,11481,1995,98045,47.4493,-121.777,189000
4,2.25,2440,9450,1947,98125,47.7061,-122.307,700000
3,1,1640,6516,1935,98103,47.6693,-122.339,750000
2,1,1290,4650,1906,98115,47.6877,-122.325,494000
4,3,3150,7778,2000,98075,47.5972,-122.018,700000
2,2.5,2305,5580,2007,98077,47.7203,-122.024,705000
2,1.75,1060,16470,1977,98072,47.7409,-122.089,356000
3,1.75,2060,12558,1984,98052,47.6659,-122.144,625000
2,1,900,7500,1940,98198,47.4177,-122.319,144975
4,4.5,3890,5906,2004,98029,47.5426,-121.995,970000
3,1.75,1910,12596,1977,98072,47.7399,-122.099,415000
4,3,2340,7048,1979,98034,47.7306,-122.227,485000
3,3,2900,11769,1997,98052,47.6993,-122.118,799950
4,2.5,3290,35001,1991,98077,47.7231,-122.038,783350
1,1,630,1362,1943,98109,47.6342,-122.342,430000
5,4.75,5410,13431,1941,98112,47.6306,-122.288,2540000
4,2.5,4270,43386,1991,98053,47.6915,-122.053,975000
3,1.5,1700,8050,1950,98004,47.6304,-122.218,950000
2,1,1430,8157,1944,98177,47.7256,-122.361,350000
4,2.75,2850,7510,2008,98125,47.7097,-122.305,637000
3,2,2160,105415,1991,98059,47.4806,-122.152,895000
2,2,1760,7200,1946,98118,47.5658,-122.276,579000
4,1.75,2700,27072,1958,98003,47.2877,-122.293,314900
2,1,860,6000,1945,98022,47.2109,-121.985,122000
2,1,880,3000,1927,98103,47.6868,-122.349,405000
2,2.5,1360,1349,1997,98112,47.6254,-122.292,553650
2,2.5,1770,1853,2007,98126,47.5472,-122.371,369900
3,2,2030,24829,1979,98001,47.2718,-122.291,225000
2,1,1180,9350,1918,98178,47.4889,-122.259,160000
4,2,2430,199940,1961,98038,47.4116,-122.029,449500
3,1,1300,8266,1953,98004,47.6337,-122.199,650000
4,2.5,2360,43088,1977,98077,47.7661,-122.071,542126
3,1.5,1200,15606,1985,98045,47.4752,-121.755,309950
2,1,1000,16524,1913,98001,47.2841,-122.255,115000
2,1.5,1556,20000,1957,98032,47.3891,-122.282,221700
3,2.5,1890,3880,1915,98107,47.6642,-122.362,726000
3,1.75,1810,5733,1926,98116,47.5709,-122.388,515000
4,2.5,2730,10753,1991,98006,47.5414,-122.133,756000
4,3.75,3070,5850,1927,98112,47.633,-122.283,1570000
4,2.25,2080,12007,1979,98074,47.6259,-122.051,442000
4,2,1620,7992,1975,98031,47.395,-122.176,260000
2,1.75,1150,2723,1923,98102,47.6357,-122.322,390000
2,1,1250,3825,1929,98117,47.6805,-122.38,459500
3,1.5,1430,8000,1948,98155,47.772,-122.322,330000
2,1,790,7128,1944,98168,47.4873,-122.324,189000
3,1,1200,9322,1954,98030,47.3749,-122.225,280000
2,1.75,2110,9519,1948,98155,47.7504,-122.306,400000
4,2,3160,11193,1942,98056,47.4937,-122.184,368000
4,1.75,2700,7875,1968,98058,47.454,-122.144,390000
2,1,820,7475,1945,98133,47.7321,-122.341,245000
4,2.5,1800,8432,1960,98133,47.7463,-122.336,375000
5,1.5,1750,12491,1961,98033,47.6995,-122.174,465000
3,2,1540,67953,1997,98059,47.5018,-122.126,445000
3,1,1130,7800,1952,98118,47.5239,-122.288,250000
3,1,1500,9416,1952,98133,47.7135,-122.332,475500
2,1.75,1600,5795,1940,98105,47.6709,-122.276,672324
3,2,1200,5029,1937,98115,47.6936,-122.294,420000
3,2,1690,5100,1907,98117,47.6801,-122.38,515000
4,2.5,2270,7665,1986,98052,47.6612,-122.148,732350
4,2.5,1910,5000,2005,98038,47.3608,-122.036,297500
3,1.5,1640,2720,1929,98115,47.6869,-122.317,475000
4,2.5,2120,6497,2003,98019,47.7241,-121.957,414000
3,1.5,1400,8840,1952,98125,47.7273,-122.309,357250
2,1,760,6000,1950,98133,47.7168,-122.34,289950
3,1,1070,3713,1917,98118,47.5683,-122.285,550000
3,1.75,1460,9998,1958,98028,47.7434,-122.242,446000
3,1.5,1280,16738,1932,98038,47.3895,-122.023,279000
3,2.25,1650,4859,1988,98011,47.7729,-122.172,370000
3,2,1260,4125,1998,98188,47.4401,-122.279,216000
3,2.5,2200,20000,1952,98004,47.5809,-122.191,1100000
4,2.5,3560,15450,1977,98040,47.5657,-122.23,1280000
2,1.5,1140,2500,1988,98106,47.5707,-122.359,355000
4,2.5,2550,7312,1988,98008,47.6441,-122.113,699000
3,2.5,1553,1991,2014,98133,47.7049,-122.34,412000
2,1,1140,7200,1923,98065,47.5265,-121.823,276000
2,1,790,6426,1944,98178,47.4933,-122.245,100000
4,1.75,2130,5080,1914,98119,47.6427,-122.363,955500
3,1,1390,21262,1958,98058,47.4454,-122.185,199000
4,3.5,4000,15253,2007,98065,47.5433,-121.887,762000
4,2,1520,7983,1967,98034,47.7357,-122.193,425000
2,1,1657,5031,1910,98116,47.5699,-122.389,546000
3,1.75,1680,8460,1976,98133,47.7554,-122.353,419600
4,2.25,2270,5102,1954,98199,47.6528,-122.408,735000
2,2.5,2470,609,2011,98112,47.6182,-122.312,1230000
2,2,1240,2500,1985,98117,47.6793,-122.395,445000
3,2,1740,41275,1974,98045,47.4914,-121.763,665000
5,3.5,4090,290980,2002,98034,47.7161,-122.219,1290000
4,2.75,2520,12500,1979,98074,47.6225,-122.064,508500
5,1,1340,11198,1934,98155,47.736,-122.295,345950
3,1,1640,9750,1968,98042,47.3256,-122.141,207500
4,2.5,3000,10920,1969,98040,47.5347,-122.227,1080000
3,1,1210,3720,1930,98112,47.6317,-122.301,640000
3,1,1810,13068,1941,98070,47.4482,-122.462,329500
4,2.75,2200,9676,1979,98028,47.7713,-122.259,460000
3,1.75,2200,14630,1948,98004,47.6074,-122.213,1230000
5,3,2350,6480,1924,98118,47.558,-122.266,805000
3,1.5,1090,10454,1963,98042,47.3425,-122.082,200000
3,1.75,2280,77972,1977,98059,47.4804,-122.151,749700
2,1,1520,3360,1927,98117,47.6815,-122.382,535000
3,2.25,1620,7150,1950,98178,47.5048,-122.241,330000
3,2,1510,3750,1928,98116,47.5737,-122.383,479200
5,2.5,3001,5710,2006,98042,47.3727,-122.177,373000
4,1.5,2020,6000,1953,98178,47.5019,-122.235,355000
3,2,1380,4500,2008,98038,47.3661,-122.021,275000
3,1.5,1520,4288,1949,98136,47.5284,-122.387,380000
2,1.75,1090,4590,1915,98105,47.6677,-122.324,417000
5,3.75,4220,15959,2004,98075,47.5869,-121.967,1170000
3,2.25,2520,12000,1978,98074,47.6381,-122.062,598500
3,2,1760,5000,1920,98199,47.6408,-122.403,629000
2,1,930,6600,1957,98168,47.4868,-122.33,226950
4,2.5,2600,11542,1939,98177,47.7076,-122.377,1230000
3,2.25,2180,11100,1979,98056,47.5162,-122.176,415000
3,2.5,1910,3075,2001,98029,47.5491,-122.005,595000
3,1.75,1100,5525,1968,98042,47.3625,-122.084,209950
3,1.75,1760,235224,1973,98053,47.6735,-122.041,568000
2,1,700,3180,1951,98178,47.4976,-122.262,119900
3,1,1080,10200,1962,98023,47.3215,-122.351,207000
3,1,1070,22489,1967,98001,47.3278,-122.262,195000
3,1.5,1460,8710,1955,98166,47.4561,-122.357,324950
1,1,1050,7583,1947,98133,47.7294,-122.341,210000
4,2.75,3160,42733,1995,98053,47.6367,-121.958,1080000
4,1,1400,6739,1954,98108,47.5402,-122.298,325088
4,3,3120,157875,1977,98058,47.444,-122.187,790000
2,1,720,212137,1982,98058,47.422,-122.066,150000
3,3,2840,206910,1999,98059,47.469,-122.063,790000
2,1,1220,2500,1910,98126,47.5727,-122.372,255000
4,3,2820,2850,1928,98117,47.6813,-122.367,697000
2,1,840,5000,1908,98117,47.6803,-122.371,457500
3,2,1610,5100,1940,98115,47.6825,-122.307,690000
4,3.25,1860,4356,1917,98103,47.6785,-122.351,967000
4,1.75,2260,17711,1968,98040,47.5498,-122.214,980000
4,2.75,2450,14803,1988,98059,47.5261,-122.162,619420
2,1,850,3276,1910,98103,47.6742,-122.35,389000
3,1,1800,7200,1964,98118,47.5616,-122.275,500000
4,1.75,1230,7890,1950,98004,47.5808,-122.189,569000
4,2.25,2060,8540,1967,98034,47.734,-122.19,425000
4,2.25,2750,6180,1948,98118,47.5691,-122.284,635000
2,1,1120,9912,1980,98070,47.3735,-122.43,256500
4,2.5,3010,11393,2005,98028,47.7389,-122.221,695000
4,1.5,1580,5000,1945,98107,47.6735,-122.393,535000
4,2.5,2630,5379,2004,98059,47.4977,-122.163,454200
2,1,790,5800,1943,98117,47.6973,-122.36,418500
4,2.75,3110,35235,1983,98072,47.7355,-122.095,749950
3,1.75,2130,5489,1999,98070,47.4489,-122.456,338500
4,3.75,4520,9240,1992,98040,47.5897,-122.229,1250000
3,2.5,1600,9830,1993,98001,47.339,-122.266,299950
4,1.75,1950,12500,1963,98168,47.4999,-122.327,325000
4,3,2010,8171,1973,98011,47.7688,-122.218,434000
4,1.75,2550,8976,1978,98058,47.4286,-122.179,328950
5,3.75,5340,10655,1912,98144,47.5795,-122.285,2100000
4,2,2000,46902,1978,98075,47.5851,-122.072,570000
3,2.25,2170,5001,2014,98103,47.6937,-122.338,802000
3,1,1550,6840,1918,98103,47.6572,-122.335,525000
6,3,2790,4550,1907,98119,47.627,-122.361,700000
3,1.75,1980,273556,1956,98042,47.4012,-122.11,350000
2,1.5,1190,1236,2005,98133,47.7274,-122.357,277500
5,2.75,3650,20150,1975,98004,47.6215,-122.224,1580000
3,1,1510,4350,1913,98022,47.2052,-121.987,195000
3,2,1200,6074,1968,98002,47.325,-122.205,222000
5,3,2830,8854,1979,98040,47.5743,-122.209,865000
4,2,1650,6000,1959,98144,47.5834,-122.307,445000
4,1.5,1710,4600,1924,98115,47.6847,-122.318,495800
3,1,1740,4400,1924,98122,47.6059,-122.3,548500
3,1.75,1840,10723,1974,98058,47.429,-122.154,310000
3,1.5,1820,8585,1962,98055,47.4479,-122.213,205000
5,3.75,3860,6901,2003,98038,47.3694,-122.032,470000
3,1.5,1810,349351,2002,98010,47.3392,-121.897,430000
2,2,1030,2271,1999,98125,47.7263,-122.314,310000
4,1,1410,7693,1953,98133,47.7604,-122.331,355000
5,2.5,2140,15950,1968,98166,47.4797,-122.358,621500
6,1.5,1930,8400,1971,98146,47.4869,-122.34,175000
6,1.5,1930,8400,1971,98146,47.4869,-122.34,326000
4,3.5,1930,5400,1920,98116,47.5679,-122.409,690000
4,2.5,2210,7214,2003,98003,47.3554,-122.298,335000
4,1,1360,11175,1961,98188,47.4551,-122.272,197000
3,1.75,1830,7969,1950,98055,47.4667,-122.214,312500
3,2.25,2120,6710,1959,98155,47.7461,-122.324,436000
4,2.5,2700,4590,2002,98103,47.6734,-122.329,1020000
4,2.5,3160,35225,1992,98006,47.5672,-122.111,805000
4,2.25,2770,13129,1979,98074,47.6268,-122.05,652427
3,2.5,2240,41339,1945,98005,47.6483,-122.163,1010000
4,2.5,2570,6466,1999,98092,47.3324,-122.17,355000
2,1,880,12000,1939,98133,47.7436,-122.356,334550
3,2.25,1820,9670,1984,98052,47.6382,-122.11,557500
4,2.25,1660,7184,1963,98188,47.4678,-122.294,277500
4,3,2200,10800,1960,98058,47.4476,-122.169,300000
4,1,1640,3844,1928,98133,47.7017,-122.354,325000
4,2,1650,3504,1951,98144,47.5803,-122.294,402500
3,1.75,1420,5170,1963,98007,47.6151,-122.145,461000
3,1,1270,3840,1926,98103,47.6896,-122.357,540000
3,1,1070,4000,1971,98108,47.5529,-122.305,385000
2,1,1060,3040,1924,98103,47.6725,-122.329,480000
3,2.25,2190,7149,1963,98056,47.5243,-122.204,539950
3,2.25,1940,217800,1990,98024,47.5636,-121.932,529000
3,2.5,1300,877,2008,98199,47.6591,-122.392,417000
3,1.5,1330,12500,1966,98027,47.5263,-122.051,405000
3,2.25,1940,9100,1966,98023,47.3133,-122.364,299000
3,1.75,2100,15480,1983,98001,47.2924,-122.271,299000
3,1,1290,5500,1951,98136,47.5266,-122.392,372220
2,1.75,1560,1750,1904,98109,47.6347,-122.355,494400
3,1.75,2630,6500,1958,98055,47.4878,-122.221,280000
3,2.5,2100,6021,1992,98023,47.2917,-122.375,277950
3,2.75,2070,54557,1996,98058,47.4659,-122.116,770000
4,2.5,2960,28005,1989,98072,47.7477,-122.117,760000
2,2,1300,3608,2004,98198,47.3623,-122.309,230000
4,2.5,2520,7731,1994,98155,47.7709,-122.297,525000
3,1,1150,6000,1927,98045,47.4963,-121.787,307000
4,2,2030,9600,1947,98188,47.4459,-122.272,253779
3,1.5,1880,7400,1968,98155,47.7743,-122.27,405000
2,1,2320,11250,1942,98146,47.504,-122.362,360000
2,1,1050,7500,1910,98116,47.5577,-122.399,521000
4,2.5,3030,13068,1978,98005,47.6313,-122.172,680000
1,0.75,530,33278,1950,98074,47.6412,-122.079,355000
3,1.5,1090,9600,1968,98042,47.3639,-122.109,200000
3,2.25,2220,4060,1993,98118,47.5188,-122.265,330000
3,2.25,1430,5999,1987,98023,47.3116,-122.358,221000
4,4.5,3780,6000,1910,98116,47.5922,-122.388,1600000
2,1,1560,4920,1947,98125,47.7248,-122.325,310000
4,2.25,2220,4200,1932,98199,47.6418,-122.394,862000
3,1.5,1140,8340,1960,98168,47.4773,-122.28,200000
4,2.5,2540,11100,1957,98008,47.6317,-122.124,630000
3,2.25,1440,6232,1985,98029,47.5658,-122.018,432250
3,2.25,1570,9500,1977,98033,47.6843,-122.185,478000
4,2.25,1860,9576,1962,98032,47.3612,-122.284,249000
5,3,2440,4750,2006,98108,47.5485,-122.302,495000
4,2.5,2100,8800,1960,98008,47.6146,-122.114,630000
4,2.5,2150,27540,1997,98053,47.637,-121.969,550000
3,2.5,2440,18674,1994,98042,47.3672,-122.126,350000
5,1.5,1930,7480,1966,98058,47.4503,-122.157,270000
4,2,1830,9610,1963,98033,47.695,-122.176,488250
4,3.5,1850,6519,1986,98023,47.3087,-122.354,248000
4,3.5,3210,5000,2014,98136,47.5203,-122.393,889000
1,1,1090,5250,1927,98117,47.6999,-122.391,375000
3,1.5,1870,3300,1906,98102,47.6221,-122.325,933000
3,2.25,1920,8412,1977,98006,47.5578,-122.132,625000
2,1,700,4350,1943,98116,47.5577,-122.391,328000
4,2.25,3380,9900,1969,98166,47.4438,-122.34,470000
5,2.5,2430,6168,2007,98056,47.5237,-122.199,502500
3,1.75,1950,17400,1976,98072,47.7424,-122.091,484000
2,1,900,7500,1961,98014,47.6481,-121.916,252500
3,2.5,2060,8893,1987,98006,47.5615,-122.165,610000
4,2,2180,10447,1969,98155,47.7675,-122.279,419000
4,2.25,2140,9377,1986,98092,47.2649,-122.218,322500
6,1,1730,2760,1918,98109,47.6342,-122.353,563000
4,2.5,3140,12591,1993,98042,47.3826,-122.146,464000
4,4.25,3010,4887,1951,98115,47.6933,-122.272,870000
2,1.5,800,1196,2003,98103,47.6972,-122.341,280000
3,2.5,3300,11570,1994,98006,47.5599,-122.121,850000
2,1,1530,4370,1946,98115,47.6888,-122.308,458950
2,1,760,5280,1946,98168,47.483,-122.33,122000
5,3,2450,4591,1994,98117,47.6828,-122.388,525000
2,1,1000,31838,1962,98045,47.4789,-121.779,286300
2,1,840,7425,1952,98166,47.4749,-122.339,218450
3,1.5,1380,4290,1955,98107,47.674,-122.379,525000
3,1.5,1380,4290,1955,98107,47.674,-122.379,650000
4,2,2020,48693,1949,98045,47.4646,-121.759,356000
2,1,1260,5000,1951,98117,47.6782,-122.397,436500
3,1.75,1440,7112,1979,98034,47.7304,-122.227,410000
4,1.75,1540,8311,1950,98125,47.7046,-122.293,512500
4,1,1060,7200,1925,98118,47.5591,-122.268,510000
4,1.75,1900,10297,1966,98005,47.5944,-122.155,566000
3,1.75,2870,26500,1948,98166,47.4485,-122.355,525000
3,1,1050,5500,1920,98126,47.5402,-122.38,435000
3,2.75,1840,68479,1989,98014,47.6802,-121.908,406500
5,2.75,3000,9473,1966,98052,47.6567,-122.13,550000
3,2,1200,10212,1949,98022,47.206,-121.998,251000
3,1.5,1840,10125,1959,98040,47.5607,-122.217,830000
4,2.5,2790,7673,1989,98052,47.6692,-122.136,803000
3,1,970,9360,1942,98002,47.2808,-122.225,206000
4,1,1070,7467,1944,98178,47.4942,-122.235,200000
2,1,900,5160,1952,98106,47.525,-122.356,219000
4,4,2680,6000,1962,98199,47.6557,-122.388,777000
3,2.5,2000,22000,1979,98075,47.59,-122.081,593700
3,1.5,1660,8797,1956,98004,47.5892,-122.202,712500
4,1.5,1770,6014,1946,98116,47.5773,-122.393,600000
3,2,1230,6802,1940,98105,47.6712,-122.279,554663
3,1,1740,10875,1962,98188,47.4682,-122.283,267000
3,2,1710,8910,1953,98133,47.7719,-122.338,390000
6,2,2020,7071,1979,98108,47.5329,-122.294,335000
4,2.5,2410,9886,1975,98040,47.5351,-122.223,938000
4,2.75,2310,14745,1993,98198,47.377,-122.31,370000
5,2.5,2400,4548,2003,98042,47.371,-122.127,335000
5,2,3160,3990,1923,98103,47.654,-122.337,695000
3,1,1560,14333,1953,98166,47.432,-122.348,387500
3,2.5,1770,6187,1992,98031,47.4034,-122.189,245000
3,2,1600,13200,1990,98045,47.4656,-121.756,308550
3,1.75,1330,13102,1968,98003,47.3172,-122.322,225000
4,2.5,2970,29163,1993,98053,47.6717,-122.025,715000
3,1,1020,10200,1954,98133,47.7503,-122.348,335000
3,2.5,2490,4904,2003,98029,47.5451,-122.014,634000
